age,taille,poids,sport_licence,niveau_etude,region,smoker,revenu_estime_mois,situation_familiale,risque_personnel,loyer_mensuel,montant_pret
43,161.0,76.8,oui,master,Normandie,non,1412,veuf,0.58,10000.0,25536.918170197398
31,162.9,58.4,oui,aucun,Corse,oui,2674,marié,0.93,5000.0,500.0
60,159.0,80.2,oui,aucun,Occitanie,non,639,veuf,0.59,5000.0,5564.1331716229415
37,172.1,70.4,non,master,Hauts-de-France,oui,2828,veuf,0.67,861.78,12775.496721277164
36,165.9,90.7,oui,master,Corse,oui,2720,divorcé,0.9,10000.0,11307.340134796244
70,146.9,95.5,oui,aucun,Provence-Alpes-Côte d’Azur,oui,4283,célibataire,0.43,5175.89104031576,17713.71173974314
43,143.3,57.4,oui,bac,Occitanie,oui,1356,divorcé,0.9,10000.0,500.0
58,163.9,66.8,oui,aucun,Île-de-France,non,2716,marié,0.97,5175.89104031576,15655.662243327995
20,161.4,66.8,oui,aucun,Hauts-de-France,oui,1159,marié,0.58,5175.89104031576,500.0
49,175.7,91.1,non,bac,Provence-Alpes-Côte d’Azur,oui,1738,veuf,0.82,5000.0,500.0
64,176.1,56.1,oui,master,Occitanie,oui,3341,veuf,0.16,5175.89104031576,25351.512430853447
36,175.2,76.1,oui,bac,Provence-Alpes-Côte d’Azur,oui,500,marié,0.23,5175.89104031576,500.0
38,172.8,84.9,non,master,Corse,oui,2381,célibataire,0.97,5175.89104031576,500.0
32,172.7,45.5,oui,doctorat,Hauts-de-France,oui,1821,célibataire,0.73,10000.0,500.0
53,168.9,105.9,oui,aucun,Normandie,non,3372,célibataire,0.12,5000.0,18406.04889007608
74,165.5,76.0,non,bac+2,Corse,oui,2233,célibataire,0.47,5175.89104031576,500.0
35,161.8,44.6,oui,doctorat,Normandie,non,1045,marié,0.28,5000.0,500.0
61,165.4,68.3,oui,master,Provence-Alpes-Côte d’Azur,non,3732,veuf,0.15,10000.0,500.0
31,158.0,85.2,non,bac+2,Occitanie,non,2421,célibataire,0.02,5175.89104031576,1493.6478549403887
26,164.3,61.0,oui,master,Bretagne,oui,4636,marié,0.53,10000.0,26188.53690490632
49,156.7,39.5,non,bac,Provence-Alpes-Côte d’Azur,oui,3049,divorcé,0.17,10000.0,500.0
62,157.0,68.3,oui,bac,Auvergne-Rhône-Alpes,non,500,veuf,0.07,1138.96,7272.90708982942
23,160.2,67.6,non,master,Auvergne-Rhône-Alpes,oui,3478,marié,0.93,10000.0,500.0
45,198.9,89.6,non,bac+2,Hauts-de-France,oui,3142,divorcé,0.44,1044.71,500.0
52,161.7,80.5,non,bac,Île-de-France,non,4902,marié,0.06,5175.89104031576,19361.63952120766
63,170.6,80.2,oui,master,Auvergne-Rhône-Alpes,non,5368,divorcé,0.14,5175.89104031576,13801.223405679457
46,168.6,54.4,non,master,Provence-Alpes-Côte d’Azur,non,3325,marié,0.23,5175.89104031576,15493.450961686816
51,176.5,95.7,oui,aucun,Normandie,non,1205,divorcé,0.72,10000.0,500.0
69,180.0,51.8,non,master,Corse,non,2123,célibataire,0.14,1420.57,14914.442311272904
42,180.3,50.4,non,master,Provence-Alpes-Côte d’Azur,oui,3400,célibataire,0.26,5175.89104031576,500.0
52,151.6,63.0,non,master,Île-de-France,non,3006,célibataire,0.69,10000.0,500.0
70,165.4,95.2,oui,bac+2,Auvergne-Rhône-Alpes,non,1348,célibataire,0.85,5175.89104031576,25143.347716757944
39,160.9,67.2,oui,doctorat,Normandie,non,1154,marié,0.13,10000.0,5513.41386601458
59,181.8,69.4,oui,doctorat,Occitanie,oui,1160,divorcé,0.85,5000.0,500.0
28,154.2,68.6,oui,doctorat,Corse,oui,1393,célibataire,0.97,5175.89104031576,500.0
74,172.0,73.2,oui,bac+2,Auvergne-Rhône-Alpes,non,2815,divorcé,0.28,455.13,23018.36053249013
61,173.9,74.8,oui,bac+2,Normandie,oui,3409,marié,0.86,5000.0,13705.399287427968
52,182.9,80.5,non,doctorat,Provence-Alpes-Côte d’Azur,oui,3779,marié,0.06,5000.0,27551.03003537352
24,172.0,93.8,oui,doctorat,Île-de-France,non,3134,veuf,0.73,5000.0,9815.577174103331
35,179.3,91.6,oui,bac+2,Corse,oui,673,marié,0.09,5175.89104031576,500.0
50,170.5,79.0,non,doctorat,Île-de-France,oui,2111,marié,0.53,186.59,26174.02178712231
62,182.3,85.9,non,doctorat,Hauts-de-France,oui,3018,veuf,0.62,10000.0,500.0
40,164.5,59.9,oui,bac+2,Auvergne-Rhône-Alpes,oui,2746,divorcé,0.08,5000.0,500.0
64,154.4,72.7,non,bac,Auvergne-Rhône-Alpes,non,1796,marié,0.03,5175.89104031576,500.0
47,157.1,71.3,non,aucun,Hauts-de-France,oui,1859,célibataire,0.05,5000.0,500.0
40,171.3,90.3,non,bac,Occitanie,non,3445,veuf,0.49,5000.0,9784.550379589966
61,179.3,75.4,non,aucun,Auvergne-Rhône-Alpes,non,2238,célibataire,0.57,5175.89104031576,500.0
67,171.2,63.5,oui,doctorat,Corse,oui,2982,célibataire,0.92,5175.89104031576,6669.706771945817
29,183.5,60.7,non,aucun,Corse,non,500,marié,0.16,5000.0,500.0
36,185.8,86.1,oui,bac+2,Auvergne-Rhône-Alpes,oui,1931,marié,0.35,5000.0,19515.765117038376
58,177.8,64.0,non,bac,Corse,non,1533,marié,0.35,1230.65,500.0
67,170.5,63.8,oui,aucun,Provence-Alpes-Côte d’Azur,non,4378,veuf,0.11,10000.0,27529.090711461624
61,166.3,66.7,non,bac,Provence-Alpes-Côte d’Azur,oui,1960,veuf,0.74,5000.0,500.0
67,155.7,93.3,non,bac,Corse,non,3550,marié,0.43,1055.51,3951.376832230327
37,171.1,97.9,oui,master,Provence-Alpes-Côte d’Azur,oui,1465,marié,0.85,5000.0,500.0
58,181.5,58.9,oui,master,Île-de-France,non,4351,marié,0.74,1005.15,39298.74538079463
56,182.8,61.1,non,doctorat,Provence-Alpes-Côte d’Azur,oui,4513,célibataire,0.45,10000.0,500.0
72,178.5,69.5,non,doctorat,Hauts-de-France,oui,2721,veuf,0.21,5000.0,500.0
75,187.8,72.2,non,doctorat,Bretagne,non,2961,célibataire,0.54,617.77,26284.76931128271
56,170.3,82.0,oui,doctorat,Auvergne-Rhône-Alpes,oui,2160,célibataire,0.82,5175.89104031576,25920.803549209293
68,176.9,58.0,non,bac+2,Hauts-de-France,oui,4708,veuf,0.39,482.3,500.0
35,164.2,61.4,non,aucun,Provence-Alpes-Côte d’Azur,non,3573,célibataire,0.64,5000.0,500.0
30,168.1,53.4,oui,doctorat,Île-de-France,non,2356,marié,0.43,5175.89104031576,44840.43169341751
49,168.9,78.9,non,bac+2,Île-de-France,non,2903,divorcé,0.04,5175.89104031576,26709.41081781421
59,172.7,55.9,oui,bac,Corse,oui,1001,marié,0.67,10000.0,500.0
56,161.8,79.0,oui,aucun,Bretagne,oui,2573,divorcé,0.74,5175.89104031576,3073.9957476377526
18,163.7,85.3,non,master,Auvergne-Rhône-Alpes,oui,1256,marié,0.1,5175.89104031576,5714.587996088565
72,172.5,92.6,non,doctorat,Bretagne,non,3710,veuf,0.06,5175.89104031576,12156.279154836657
39,176.6,94.7,oui,doctorat,Hauts-de-France,oui,1411,veuf,0.37,10000.0,10372.324298745798
58,178.0,65.2,non,doctorat,Provence-Alpes-Côte d’Azur,oui,3477,marié,0.5,610.82,500.0
65,162.9,39.0,oui,doctorat,Normandie,non,4040,divorcé,0.4,762.71,43776.39258905247
23,181.5,92.7,oui,bac,Hauts-de-France,non,3332,divorcé,0.47,5175.89104031576,500.0
43,164.7,57.4,oui,bac+2,Auvergne-Rhône-Alpes,oui,2916,marié,0.19,10000.0,18716.71874849409
68,148.6,57.6,oui,aucun,Corse,oui,3018,divorcé,0.96,10000.0,500.0
44,191.4,35.3,non,aucun,Provence-Alpes-Côte d’Azur,non,3154,marié,0.14,5000.0,3502.7203464451472
20,186.9,84.4,oui,master,Hauts-de-France,non,500,marié,0.81,5000.0,13107.70401354985
74,165.8,54.6,non,bac,Île-de-France,oui,842,marié,0.54,907.24,500.0
51,157.7,70.9,oui,master,Corse,oui,3394,célibataire,0.18,10000.0,16574.22315162972
20,184.3,71.4,oui,bac,Hauts-de-France,oui,4144,marié,0.19,10000.0,500.0
73,179.1,64.3,oui,bac+2,Provence-Alpes-Côte d’Azur,non,3048,marié,0.11,10000.0,24724.24988989409
56,164.0,70.6,oui,doctorat,Occitanie,oui,1329,célibataire,0.97,10000.0,18371.33083642441
57,177.6,60.0,non,doctorat,Auvergne-Rhône-Alpes,oui,5036,marié,0.36,707.89,2819.436024258998
22,160.0,67.1,oui,bac+2,Normandie,oui,1295,divorcé,0.9,640.5,500.0
54,171.5,98.3,non,master,Provence-Alpes-Côte d’Azur,non,4330,divorcé,0.41,5000.0,7568.071552987681
61,180.2,97.3,oui,aucun,Hauts-de-France,oui,2628,marié,0.6,5175.89104031576,500.0
75,169.6,90.1,oui,doctorat,Île-de-France,oui,2374,veuf,0.57,766.65,500.0
38,163.7,59.4,non,aucun,Auvergne-Rhône-Alpes,oui,3571,marié,0.89,874.22,500.0
38,168.1,80.5,non,master,Corse,non,1999,célibataire,0.7,5175.89104031576,11339.989593212438
18,163.2,79.7,oui,bac+2,Bretagne,non,3015,divorcé,0.88,5000.0,7298.244802147838
72,176.5,65.9,non,aucun,Île-de-France,non,2628,célibataire,0.66,5000.0,500.0
74,159.1,68.9,oui,bac,Provence-Alpes-Côte d’Azur,oui,2710,marié,0.95,5175.89104031576,8375.78683659781
58,170.2,70.1,non,master,Corse,non,3205,veuf,0.27,495.69,21885.470888056014
29,167.2,75.8,oui,doctorat,Auvergne-Rhône-Alpes,oui,1201,divorcé,0.91,5175.89104031576,500.0
31,171.8,73.3,oui,aucun,Hauts-de-France,non,2185,marié,0.78,5175.89104031576,23168.495149922022
32,161.9,63.0,oui,doctorat,Auvergne-Rhône-Alpes,non,500,marié,0.83,5000.0,31127.376776779896
38,178.4,58.0,oui,doctorat,Provence-Alpes-Côte d’Azur,non,500,marié,0.97,5000.0,33010.77883543233
55,165.7,67.8,oui,doctorat,Île-de-France,non,3105,marié,0.58,10000.0,38265.96739885822
69,161.6,68.8,non,aucun,Auvergne-Rhône-Alpes,oui,1562,marié,0.27,10000.0,500.0
38,174.8,59.3,non,bac+2,Auvergne-Rhône-Alpes,non,2797,veuf,0.91,5175.89104031576,28027.82167215302
70,166.5,56.5,non,bac+2,Bretagne,oui,3209,marié,0.38,5175.89104031576,9222.1650716139
54,167.8,83.2,oui,bac,Île-de-France,non,4651,célibataire,0.74,5175.89104031576,29088.571020632
22,152.7,87.7,non,master,Occitanie,oui,1685,marié,0.23,10000.0,2961.229270071471
27,168.3,74.7,oui,master,Hauts-de-France,oui,1594,marié,0.62,10000.0,6465.412591466861
62,170.6,71.9,non,doctorat,Corse,oui,2778,marié,0.56,5175.89104031576,9362.970305665402
65,172.4,56.0,oui,bac+2,Île-de-France,non,2469,veuf,0.86,10000.0,10297.531110032918
62,168.2,65.3,oui,aucun,Auvergne-Rhône-Alpes,oui,3122,célibataire,0.18,5000.0,10759.909329460716
34,148.4,59.1,oui,bac+2,Provence-Alpes-Côte d’Azur,non,4295,divorcé,0.81,10000.0,31783.99174774661
45,170.8,69.0,oui,doctorat,Corse,non,500,veuf,0.09,5000.0,500.0
32,180.1,66.0,oui,doctorat,Normandie,non,2125,célibataire,0.38,699.91,34705.37835271827
72,170.3,95.6,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,1330,marié,0.87,5175.89104031576,4237.365895141697
41,195.3,43.1,non,master,Auvergne-Rhône-Alpes,oui,3631,marié,0.46,5000.0,12851.039512940664
27,146.0,70.4,oui,bac+2,Auvergne-Rhône-Alpes,oui,950,marié,0.92,5175.89104031576,500.0
31,151.3,47.0,non,aucun,Bretagne,oui,3651,célibataire,0.26,10000.0,500.0
37,180.4,92.6,oui,doctorat,Île-de-France,oui,2073,marié,0.52,5000.0,26366.755601643945
75,188.0,58.8,non,aucun,Auvergne-Rhône-Alpes,oui,2035,divorcé,0.38,970.54,500.0
66,168.6,93.3,oui,bac,Normandie,non,3130,veuf,0.68,10000.0,20570.11050047936
21,151.3,39.2,oui,bac+2,Bretagne,non,2515,célibataire,0.94,753.57,2302.0349951306475
35,169.4,54.2,oui,bac,Corse,non,1197,marié,0.01,5000.0,4885.778813600547
35,178.5,61.9,non,aucun,Corse,non,2420,divorcé,0.86,5000.0,500.0
38,170.6,80.1,oui,bac,Occitanie,non,1526,veuf,0.49,717.99,500.0
29,175.0,85.6,oui,bac,Normandie,non,3654,divorcé,0.15,5000.0,500.0
54,160.7,75.6,oui,master,Normandie,non,2368,marié,0.77,5000.0,500.0
35,189.3,74.7,oui,bac+2,Bretagne,non,3153,marié,0.7,592.27,21508.397843216782
19,174.5,74.2,oui,doctorat,Occitanie,non,1858,marié,0.12,5000.0,32072.85878787866
32,170.1,49.3,non,aucun,Corse,non,3038,marié,0.42,661.89,500.0
75,173.6,59.4,non,bac,Corse,oui,500,divorcé,0.53,5175.89104031576,500.0
25,185.6,71.8,non,bac+2,Normandie,oui,2228,veuf,0.06,10000.0,4415.774479409985
37,176.3,65.9,non,master,Île-de-France,non,3830,célibataire,0.21,848.15,20532.440532087825
30,168.3,75.1,oui,doctorat,Occitanie,non,3317,célibataire,0.04,5175.89104031576,2800.4898819304503
52,168.4,51.8,oui,master,Provence-Alpes-Côte d’Azur,non,4512,marié,0.23,5000.0,11548.697502580784
62,170.0,68.8,non,master,Île-de-France,oui,3118,marié,0.54,10000.0,15659.743027457733
33,169.0,46.0,non,doctorat,Normandie,oui,1807,célibataire,0.68,1214.43,500.0
48,178.7,54.1,non,bac+2,Provence-Alpes-Côte d’Azur,oui,500,marié,0.06,5175.89104031576,2914.368569576344
20,156.9,62.7,non,bac,Normandie,non,4026,marié,0.67,5000.0,10418.251031544478
51,179.4,67.7,non,master,Île-de-France,non,1984,veuf,0.18,10000.0,26689.67207147164
28,176.6,89.0,non,bac+2,Normandie,non,3056,divorcé,0.12,5000.0,7009.234804374366
70,182.1,56.9,non,master,Provence-Alpes-Côte d’Azur,non,4143,veuf,0.61,5175.89104031576,33542.54506477974
61,174.3,58.5,oui,aucun,Hauts-de-France,oui,1906,marié,0.18,5000.0,500.0
53,164.7,79.1,oui,bac,Bretagne,oui,2796,divorcé,0.27,574.17,5120.536423754831
57,170.1,88.9,oui,bac+2,Occitanie,non,5082,marié,0.09,5175.89104031576,9114.31845930516
73,190.3,52.7,non,master,Hauts-de-France,non,648,célibataire,0.25,5000.0,12817.87177655034
39,176.4,48.3,oui,bac+2,Provence-Alpes-Côte d’Azur,non,4439,veuf,0.07,5175.89104031576,31671.229685618317
26,163.2,69.5,oui,doctorat,Normandie,oui,1879,veuf,0.66,1836.82,500.0
63,187.6,72.1,non,doctorat,Provence-Alpes-Côte d’Azur,oui,2161,célibataire,0.34,616.71,500.0
23,170.9,88.8,non,master,Île-de-France,non,1807,marié,0.24,10000.0,17413.91991293539
41,180.8,71.7,non,aucun,Auvergne-Rhône-Alpes,non,500,marié,0.43,5175.89104031576,500.0
72,179.5,40.6,non,bac+2,Auvergne-Rhône-Alpes,non,2893,marié,0.15,10000.0,500.0
51,174.3,87.1,oui,doctorat,Auvergne-Rhône-Alpes,oui,768,marié,0.1,10000.0,500.0
32,173.7,73.3,non,bac+2,Corse,oui,1946,marié,0.97,765.68,500.0
47,154.9,97.6,oui,master,Corse,oui,2920,divorcé,0.43,5000.0,4583.274115421008
62,168.2,59.9,non,doctorat,Auvergne-Rhône-Alpes,oui,1431,marié,0.03,5000.0,14240.873649313146
32,163.8,67.8,non,master,Auvergne-Rhône-Alpes,non,3734,marié,0.57,5175.89104031576,30995.943849835345
44,184.1,39.5,oui,bac,Hauts-de-France,non,4374,veuf,0.88,5175.89104031576,500.0
57,180.2,70.2,non,doctorat,Provence-Alpes-Côte d’Azur,non,500,marié,0.36,5000.0,500.0
46,187.7,44.1,oui,aucun,Île-de-France,oui,2391,divorcé,0.1,969.19,5051.167213472204
20,155.7,69.1,non,master,Normandie,oui,1269,marié,0.04,5000.0,500.0
73,174.6,58.3,oui,doctorat,Occitanie,non,2646,célibataire,0.69,664.48,48171.27359912562
73,169.9,82.7,non,bac,Bretagne,oui,893,marié,0.05,1608.04,1048.1458575290612
32,187.2,98.4,non,doctorat,Hauts-de-France,oui,1032,marié,0.38,5175.89104031576,500.0
49,182.3,86.4,oui,doctorat,Hauts-de-France,oui,3680,marié,0.52,5000.0,500.0
38,172.6,56.5,non,aucun,Normandie,oui,2582,divorcé,0.95,5175.89104031576,500.0
29,162.6,73.1,oui,aucun,Bretagne,non,3587,veuf,0.81,5175.89104031576,14031.78501679676
62,161.8,58.7,non,bac+2,Normandie,non,2216,divorcé,0.76,10000.0,18982.93687614728
54,167.2,41.4,oui,master,Occitanie,non,3703,divorcé,0.54,5175.89104031576,37153.558248812
68,153.6,32.1,oui,bac,Occitanie,oui,3261,divorcé,0.54,5175.89104031576,7870.208194859536
74,161.1,105.5,non,aucun,Auvergne-Rhône-Alpes,oui,3423,marié,0.47,1159.56,500.0
40,147.9,81.1,non,bac+2,Île-de-France,non,1879,veuf,0.43,5000.0,8990.260486238834
56,158.4,56.6,non,master,Occitanie,non,3454,marié,0.16,5000.0,2105.1619912767005
24,159.0,94.3,oui,bac,Hauts-de-France,oui,4248,marié,0.81,10000.0,13922.033974302432
72,173.0,83.3,oui,aucun,Occitanie,oui,710,veuf,0.59,457.92,500.0
25,146.9,87.2,oui,aucun,Corse,oui,500,célibataire,0.54,10000.0,500.0
34,159.4,59.4,oui,doctorat,Auvergne-Rhône-Alpes,non,1687,célibataire,0.94,834.55,9496.351922883734
35,154.0,62.1,non,bac+2,Provence-Alpes-Côte d’Azur,non,2379,marié,0.08,5175.89104031576,500.0
48,172.6,76.3,oui,master,Provence-Alpes-Côte d’Azur,oui,1789,célibataire,0.09,591.85,500.0
30,161.0,72.5,non,master,Normandie,non,2334,marié,0.39,471.73,500.0
51,149.4,66.5,non,doctorat,Corse,oui,2991,célibataire,0.89,5000.0,3799.72707547826
25,166.9,72.2,oui,master,Bretagne,oui,5031,marié,0.53,785.27,24503.606759916995
36,172.0,75.4,non,aucun,Auvergne-Rhône-Alpes,non,2875,célibataire,0.4,10000.0,9552.177403778827
58,175.0,76.5,oui,bac+2,Hauts-de-France,non,2343,marié,0.98,5000.0,500.0
75,159.6,61.2,non,bac+2,Hauts-de-France,non,3374,marié,0.32,5175.89104031576,500.0
55,180.0,67.6,non,aucun,Bretagne,non,3757,veuf,0.45,5175.89104031576,11949.612280470188
42,175.8,68.6,oui,doctorat,Normandie,non,1250,marié,0.55,918.44,500.0
39,149.2,81.7,oui,aucun,Normandie,non,3640,marié,0.69,5000.0,2652.6545573447333
60,155.2,80.4,oui,master,Corse,oui,1099,marié,0.02,10000.0,4446.480108796232
49,158.5,56.9,non,master,Île-de-France,non,4982,marié,0.92,5000.0,38731.423104143134
52,163.4,62.2,oui,master,Occitanie,non,5196,divorcé,0.48,5175.89104031576,40491.70293382179
62,168.2,71.0,non,doctorat,Occitanie,non,2945,veuf,0.0,460.47,17384.734356060162
32,169.0,54.9,oui,master,Île-de-France,non,3282,célibataire,0.74,5000.0,33262.3524140747
35,183.3,60.3,oui,master,Hauts-de-France,oui,4021,divorcé,0.88,5000.0,21497.27647971513
55,176.5,68.4,oui,master,Occitanie,oui,3739,veuf,0.92,5000.0,17917.744295181503
40,159.8,91.4,non,aucun,Hauts-de-France,non,3495,marié,0.05,5175.89104031576,500.0
59,173.0,52.5,oui,bac,Île-de-France,non,988,célibataire,0.8,5175.89104031576,12207.052609386465
25,173.4,88.2,oui,bac+2,Occitanie,oui,3878,divorcé,0.85,791.88,17475.430265142062
32,171.8,73.0,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,2604,marié,0.7,5000.0,1213.9079344513937
67,159.2,68.1,non,bac,Île-de-France,non,3325,divorcé,0.13,5175.89104031576,14045.813719831229
29,157.7,49.3,non,master,Occitanie,oui,3243,marié,0.79,5175.89104031576,12720.733682334794
75,155.1,53.4,non,aucun,Normandie,oui,3823,marié,0.64,185.23,500.0
59,175.6,70.8,non,doctorat,Corse,non,2958,marié,0.99,5175.89104031576,16909.010571962266
62,169.0,71.1,non,bac+2,Corse,non,1859,marié,0.25,5000.0,500.0
26,166.7,78.7,non,master,Île-de-France,oui,2273,célibataire,0.42,10000.0,14235.528620033025
63,171.8,82.0,non,bac+2,Hauts-de-France,non,3549,célibataire,0.21,460.35,14099.789501719297
37,168.4,51.3,non,bac+2,Occitanie,non,2543,marié,0.34,5000.0,18419.90181279145
42,185.8,44.4,oui,aucun,Hauts-de-France,non,4287,marié,0.44,10000.0,500.0
59,187.6,67.0,oui,doctorat,Corse,non,3760,marié,0.4,10000.0,4895.652051207714
25,184.5,46.5,non,aucun,Provence-Alpes-Côte d’Azur,non,672,marié,0.36,5175.89104031576,3479.9070667484834
65,174.5,86.9,oui,bac+2,Île-de-France,oui,1732,marié,0.11,10000.0,14262.073450077
53,167.1,73.9,oui,bac,Occitanie,oui,1418,marié,0.45,5175.89104031576,500.0
45,161.7,88.4,non,bac+2,Auvergne-Rhône-Alpes,oui,2860,divorcé,0.12,10000.0,500.0
71,157.7,62.1,non,aucun,Bretagne,oui,3885,célibataire,0.56,5175.89104031576,3249.2936006825817
40,153.1,84.0,non,aucun,Île-de-France,oui,1575,divorcé,0.29,757.42,500.0
38,168.9,65.9,oui,aucun,Auvergne-Rhône-Alpes,non,3929,marié,0.56,5000.0,500.0
37,153.3,89.2,oui,aucun,Provence-Alpes-Côte d’Azur,non,2456,veuf,0.65,10000.0,15405.160981627532
64,156.1,95.8,oui,bac+2,Normandie,non,2772,veuf,0.69,1058.91,3951.288049848858
58,160.0,100.4,non,master,Occitanie,non,1848,marié,0.07,5000.0,500.0
68,182.5,86.4,non,bac+2,Corse,non,3839,marié,0.46,10000.0,500.0
29,167.6,44.4,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,1602,veuf,0.2,5000.0,26078.689235848244
57,159.1,74.8,non,doctorat,Occitanie,oui,3559,marié,0.45,5175.89104031576,21121.789105522083
64,161.7,56.7,oui,aucun,Normandie,non,2792,marié,0.61,1211.48,16719.73863589689
64,164.7,60.7,oui,bac,Île-de-France,oui,1172,marié,0.35,5000.0,1800.12858420373
48,163.5,65.2,oui,master,Normandie,non,2364,marié,0.92,10000.0,31780.7135835156
61,178.0,44.3,non,doctorat,Île-de-France,oui,2340,marié,0.93,10000.0,19314.498263126257
32,168.8,86.1,oui,aucun,Auvergne-Rhône-Alpes,non,2473,marié,0.62,5175.89104031576,19790.678806263724
62,163.0,65.7,oui,master,Normandie,oui,2184,marié,0.89,10000.0,500.0
20,167.4,91.8,oui,doctorat,Normandie,non,1518,célibataire,0.43,10000.0,22183.548008272657
67,173.7,72.4,oui,doctorat,Bretagne,non,916,marié,0.29,5175.89104031576,5073.689258128638
38,165.5,66.4,oui,master,Auvergne-Rhône-Alpes,oui,2591,marié,0.17,10000.0,500.0
60,164.9,45.0,oui,bac+2,Île-de-France,oui,4757,marié,0.5,5000.0,29862.460140219
55,165.8,53.9,non,doctorat,Normandie,oui,3216,célibataire,0.41,10000.0,20943.925321498227
30,156.0,63.5,oui,aucun,Auvergne-Rhône-Alpes,oui,5710,marié,0.81,10000.0,24888.467615980124
63,161.4,77.1,non,bac,Île-de-France,non,2178,veuf,0.24,5000.0,17971.484206150028
69,176.8,77.4,non,bac+2,Provence-Alpes-Côte d’Azur,oui,3640,marié,0.37,1161.69,500.0
29,161.8,54.0,oui,master,Auvergne-Rhône-Alpes,non,863,marié,0.69,5175.89104031576,5642.153727224772
67,159.3,75.5,non,doctorat,Hauts-de-France,non,2418,marié,0.9,622.21,500.0
52,171.4,64.5,non,master,Hauts-de-France,non,3084,célibataire,0.39,5175.89104031576,19491.642121358527
62,178.6,75.6,non,bac,Bretagne,non,2587,célibataire,0.59,10000.0,500.0
23,149.6,60.9,oui,bac,Bretagne,oui,2385,marié,0.98,5175.89104031576,500.0
28,182.0,91.5,non,bac+2,Hauts-de-France,oui,1051,marié,0.7,5000.0,500.0
24,163.5,90.3,oui,aucun,Île-de-France,non,1781,marié,0.28,1050.78,17453.336583715794
75,164.9,72.6,oui,bac+2,Occitanie,non,1264,marié,0.83,5175.89104031576,15261.875995406484
38,146.6,67.8,non,bac+2,Provence-Alpes-Côte d’Azur,oui,1492,marié,0.7,5000.0,500.0
19,180.2,37.6,oui,aucun,Provence-Alpes-Côte d’Azur,oui,2444,célibataire,0.19,361.43,4535.257996446864
44,171.1,72.3,oui,doctorat,Île-de-France,non,1641,veuf,0.25,5000.0,40615.73180553594
68,170.8,38.7,non,master,Provence-Alpes-Côte d’Azur,oui,3610,célibataire,0.04,1040.04,17633.51274670811
33,171.3,74.6,oui,bac,Île-de-France,non,3489,divorcé,0.05,10000.0,27744.053852427805
34,175.7,74.1,non,bac+2,Corse,oui,2240,marié,0.99,5175.89104031576,500.0
32,172.3,100.1,non,bac+2,Auvergne-Rhône-Alpes,oui,1883,divorcé,0.31,10000.0,5818.951251586779
46,158.8,55.2,non,master,Bretagne,non,2185,marié,0.03,5000.0,26057.04589970012
71,179.4,72.7,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,3944,marié,0.52,10000.0,500.0
70,172.9,87.4,non,bac+2,Provence-Alpes-Côte d’Azur,non,4184,veuf,0.94,1204.87,15908.354784865
20,154.0,81.9,non,bac,Auvergne-Rhône-Alpes,non,2371,veuf,0.46,321.86,13156.163203916543
69,160.7,67.4,non,doctorat,Provence-Alpes-Côte d’Azur,non,4112,veuf,0.26,10000.0,12586.41190826422
33,185.4,63.2,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,1034,veuf,0.43,10000.0,3969.147540073642
65,175.1,61.7,oui,bac+2,Provence-Alpes-Côte d’Azur,non,2604,veuf,0.62,688.79,23911.63824112441
23,157.9,64.6,non,aucun,Hauts-de-France,oui,2795,veuf,0.51,5175.89104031576,500.0
73,158.5,59.1,oui,doctorat,Normandie,non,1795,marié,0.37,5175.89104031576,32311.4121741267
23,168.5,70.7,non,doctorat,Corse,non,3189,divorcé,0.12,1273.36,500.0
50,164.6,54.5,oui,master,Normandie,oui,1342,marié,0.78,962.86,500.0
42,169.0,86.3,oui,master,Île-de-France,oui,3039,divorcé,0.75,5175.89104031576,18082.57837239261
31,168.3,85.0,oui,bac,Auvergne-Rhône-Alpes,non,2684,marié,0.64,5000.0,20910.232298199648
27,175.9,64.2,oui,bac+2,Bretagne,non,2254,marié,0.16,10000.0,25539.18047439039
49,176.0,72.7,oui,bac,Normandie,oui,2906,célibataire,0.69,10000.0,4368.271406410772
21,166.1,63.1,non,aucun,Corse,non,1447,marié,0.6,953.54,500.0
72,183.3,87.7,oui,aucun,Auvergne-Rhône-Alpes,oui,2938,marié,0.69,10000.0,13331.092863537491
64,166.3,41.5,oui,master,Bretagne,non,1041,marié,0.4,789.7,27736.925212381917
56,173.3,66.0,oui,aucun,Hauts-de-France,non,2339,marié,0.51,10000.0,5959.221121235392
59,173.1,46.0,non,master,Hauts-de-France,non,1653,célibataire,0.27,5000.0,500.0
50,179.0,95.1,oui,aucun,Île-de-France,oui,1885,marié,0.38,10000.0,3063.9924317029386
36,175.0,87.2,non,doctorat,Île-de-France,non,1931,divorcé,0.73,5175.89104031576,1963.494118099999
39,173.6,63.1,non,aucun,Normandie,non,2132,marié,0.8,5175.89104031576,500.0
22,171.6,90.2,non,doctorat,Auvergne-Rhône-Alpes,non,3048,marié,0.11,10000.0,25429.596678425223
67,167.2,67.1,oui,master,Occitanie,oui,1453,veuf,0.46,5175.89104031576,500.0
