age,taille,poids,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,risque_personnel,date_creation_compte,loyer_mensuel,montant_pret
64,172.4,71.0,non,2,Auvergne-Rhône-Alpes,non,oui,2256,,0.05,2023-06-01,5000.0,12346.94459500908
36,171.7,74.5,oui,1,Hauts-de-France,oui,oui,1222,célibataire,0.54,2023-03-12,10000.0,500.0
29,189.2,70.2,oui,2,Bretagne,non,non,2188,,0.18,2022-01-30,5175.89104031576,500.0
30,148.7,79.4,oui,4,Auvergne-Rhône-Alpes,non,oui,2876,divorcé,0.01,2024-01-14,10000.0,32359.561476291638
52,181.8,83.7,non,4,Auvergne-Rhône-Alpes,non,oui,2145,divorcé,0.12,2024-03-27,10000.0,25010.283170057985
22,173.0,83.3,oui,3,Occitanie,oui,oui,1819,célibataire,0.83,2020-03-17,10000.0,7756.778962760228
22,176.1,77.6,oui,2,Corse,oui,oui,1429,,0.06,2024-02-26,5000.0,500.0
63,174.5,76.0,non,4,Corse,oui,non,1206,,0.58,2021-09-05,10000.0,500.0
47,185.3,64.5,non,0,Île-de-France,non,non,3935,,0.67,2021-12-22,5175.89104031576,500.0
42,171.0,66.8,oui,2,Auvergne-Rhône-Alpes,oui,oui,3802,célibataire,0.87,2023-11-02,1124.77,20390.17432466051
50,166.9,72.3,oui,4,Provence-Alpes-Côte d’Azur,oui,non,500,divorcé,0.46,2024-09-21,5000.0,500.0
60,175.8,83.1,oui,0,Île-de-France,non,oui,1018,marié,0.42,2022-08-25,5175.89104031576,12709.66673271385
29,160.7,73.4,oui,0,Corse,oui,non,500,,0.53,2023-02-09,5175.89104031576,500.0
32,166.1,79.1,non,0,Normandie,oui,oui,500,divorcé,0.88,2021-01-07,5175.89104031576,500.0
74,167.2,71.3,oui,4,Corse,non,oui,2588,célibataire,0.72,2024-11-15,5175.89104031576,23329.68878507518
44,162.1,82.6,oui,1,Bretagne,oui,non,2614,,0.01,2023-06-21,5175.89104031576,500.0
24,173.2,71.4,oui,3,Bretagne,oui,oui,500,divorcé,0.5,2020-06-17,5175.89104031576,15392.295970924284
66,172.6,82.7,non,2,Auvergne-Rhône-Alpes,non,oui,1018,célibataire,0.63,2022-03-27,10000.0,9781.364894180851
49,157.4,62.7,oui,1,Bretagne,oui,non,3122,divorcé,0.71,2021-10-18,5175.89104031576,500.0
38,184.2,69.7,oui,4,Normandie,oui,oui,3508,célibataire,0.59,2022-05-05,475.19,12581.263745999024
20,158.5,54.8,non,3,Normandie,non,oui,2912,veuf,0.34,2021-12-06,5175.89104031576,17852.537359250768
32,160.9,77.3,oui,1,Auvergne-Rhône-Alpes,non,oui,2033,veuf,0.85,2025-02-25,5000.0,13669.31886405003
20,169.7,88.5,oui,0,Normandie,non,non,2126,veuf,0.17,2022-10-20,590.77,500.0
28,177.5,70.8,oui,0,Hauts-de-France,oui,oui,3443,célibataire,0.26,2020-10-04,10000.0,500.0
58,187.9,76.2,non,0,Normandie,oui,oui,2029,marié,0.1,2025-01-12,10000.0,500.0
26,186.6,50.4,oui,1,Occitanie,oui,non,1340,veuf,0.4,2022-09-04,5000.0,500.0
32,182.9,76.5,non,4,Bretagne,non,oui,4516,célibataire,0.13,2024-09-28,840.47,38541.069965995455
24,167.9,50.5,oui,1,Occitanie,oui,oui,1685,divorcé,0.35,2021-04-15,666.15,14051.63539734849
63,164.6,99.3,non,4,Île-de-France,non,oui,2371,veuf,0.87,2023-11-05,10000.0,27124.288015359627
25,150.1,71.5,oui,1,Corse,non,oui,2669,marié,0.9,2021-11-30,5000.0,8625.077310819364
35,172.0,49.2,oui,0,Normandie,non,oui,1341,veuf,0.35,2025-05-09,5175.89104031576,533.2542665988346
60,179.2,44.1,oui,2,Île-de-France,oui,oui,1893,,0.35,2023-08-13,5000.0,12612.621374535289
36,163.9,70.0,non,2,Corse,oui,non,666,divorcé,0.28,2021-10-07,10000.0,500.0
68,168.6,61.4,non,2,Auvergne-Rhône-Alpes,non,oui,1007,veuf,0.95,2020-02-16,5175.89104031576,17814.3603129932
70,167.1,85.9,oui,3,Corse,non,oui,2751,,0.11,2024-11-23,10000.0,21547.762193051796
40,182.1,53.6,non,1,Normandie,oui,oui,1016,marié,0.54,2022-09-04,926.22,500.0
67,182.2,61.5,oui,3,Auvergne-Rhône-Alpes,oui,oui,2768,,0.05,2023-03-02,784.61,24740.067375375944
49,167.9,97.4,oui,4,Bretagne,oui,oui,3297,marié,0.79,2023-09-21,5000.0,28744.607273790425
56,184.8,44.4,non,4,Occitanie,non,non,3128,divorcé,0.84,2022-09-06,5000.0,3833.354102818864
60,166.9,74.4,non,2,Auvergne-Rhône-Alpes,oui,non,1861,divorcé,0.24,2024-12-29,10000.0,500.0
40,182.9,47.7,oui,1,Hauts-de-France,oui,non,3635,divorcé,0.89,2020-04-14,5175.89104031576,500.0
65,165.0,78.0,non,3,Occitanie,non,oui,1824,veuf,0.35,2024-08-26,5175.89104031576,18814.22494175383
41,169.6,79.3,oui,0,Hauts-de-France,non,non,2447,veuf,0.76,2021-11-28,10000.0,500.0
26,174.4,72.1,non,0,Normandie,oui,non,1511,veuf,0.75,2020-12-20,5000.0,500.0
26,169.5,83.9,oui,4,Occitanie,non,oui,3030,veuf,0.13,2024-10-27,5000.0,35348.64876190992
25,181.9,86.6,oui,0,Bretagne,oui,oui,2250,marié,0.32,2022-08-02,5000.0,2837.747092379776
18,184.9,50.8,non,3,Bretagne,oui,oui,2008,,0.33,2024-01-26,10000.0,8089.155281203223
43,164.7,76.6,oui,2,Bretagne,non,oui,2402,veuf,0.37,2024-12-28,5000.0,30299.639007403137
37,159.2,74.6,oui,2,Hauts-de-France,oui,oui,5598,veuf,0.43,2021-08-05,992.76,17310.303954491825
69,170.7,62.0,non,0,Île-de-France,non,non,500,marié,0.29,2025-04-28,5175.89104031576,500.0
67,156.3,50.4,non,2,Corse,oui,oui,1358,divorcé,0.91,2024-04-21,5175.89104031576,500.0
28,160.3,33.6,oui,4,Bretagne,oui,non,1482,,0.26,2020-08-09,10000.0,5257.365783336619
33,161.0,79.3,oui,1,Occitanie,oui,oui,3078,,0.67,2025-03-23,10000.0,15942.314525456555
27,191.8,57.4,oui,4,Provence-Alpes-Côte d’Azur,oui,oui,3355,veuf,0.19,2021-01-26,5000.0,34713.92421117443
24,141.0,67.8,oui,0,Hauts-de-France,oui,non,1993,marié,0.77,2025-04-29,5175.89104031576,500.0
31,159.7,53.7,oui,3,Hauts-de-France,oui,non,1348,marié,0.89,2024-03-04,10000.0,500.0
55,147.7,88.6,oui,4,Occitanie,oui,oui,3949,divorcé,0.48,2023-07-05,5000.0,29471.09638797179
45,166.1,74.8,oui,3,Occitanie,oui,non,3350,marié,0.6,2021-09-08,5000.0,500.0
71,195.6,75.5,non,3,Île-de-France,oui,non,2861,marié,0.87,2024-07-09,5175.89104031576,500.0
45,167.6,58.0,oui,2,Normandie,non,non,2770,veuf,1.0,2025-01-02,5175.89104031576,1383.1904886237637
34,194.2,69.6,non,3,Occitanie,non,oui,1250,marié,0.29,2021-05-27,5175.89104031576,12526.54373804893
21,191.6,51.3,oui,1,Normandie,non,oui,3245,marié,0.59,2020-09-16,5000.0,15307.478235672432
22,167.9,49.7,oui,3,Corse,non,oui,2167,marié,0.98,2020-09-09,558.67,18974.90228833459
65,162.7,66.6,oui,3,Normandie,non,oui,3265,divorcé,0.45,2024-01-23,5000.0,22278.1163325614
63,166.3,66.9,oui,3,Auvergne-Rhône-Alpes,oui,oui,1121,célibataire,0.78,2022-10-22,5175.89104031576,4161.7405852611
57,173.0,81.8,non,3,Corse,oui,oui,2059,divorcé,0.67,2021-11-15,1053.24,500.0
40,190.3,71.0,oui,0,Île-de-France,non,non,3039,veuf,0.71,2023-07-12,10000.0,500.0
25,190.6,76.2,oui,0,Auvergne-Rhône-Alpes,non,oui,3318,veuf,0.0,2023-12-05,5175.89104031576,27965.85464424405
63,166.2,65.5,non,1,Île-de-France,oui,non,2899,veuf,0.1,2021-08-16,5000.0,500.0
56,171.0,76.1,oui,3,Normandie,non,oui,3057,,0.84,2021-06-18,5000.0,23367.60483169697
68,171.4,80.4,non,3,Bretagne,non,oui,1576,,0.18,2024-10-27,10000.0,22458.55901686182
20,186.3,88.0,non,2,Corse,oui,oui,1752,veuf,0.93,2023-01-26,10000.0,500.0
73,172.3,71.1,non,4,Corse,oui,oui,1203,divorcé,0.61,2023-09-16,5175.89104031576,4640.7751736350365
42,159.9,67.0,non,1,Auvergne-Rhône-Alpes,non,oui,3677,célibataire,0.82,2020-08-31,5175.89104031576,19640.22419460089
54,172.2,73.5,oui,3,Bretagne,oui,oui,1890,,0.81,2021-11-26,5175.89104031576,16240.101889991509
57,156.5,55.3,non,1,Île-de-France,oui,oui,3011,,0.44,2025-02-22,10000.0,500.0
21,161.5,98.9,non,3,Île-de-France,non,oui,3029,marié,0.68,2022-11-11,5175.89104031576,29295.164946125675
51,163.7,46.1,non,1,Corse,non,oui,2164,veuf,0.04,2020-06-02,5175.89104031576,500.0
30,170.0,59.6,non,0,Bretagne,oui,non,1419,divorcé,0.72,2023-06-04,715.22,500.0
68,159.9,81.1,non,0,Normandie,oui,oui,1658,veuf,0.89,2024-04-24,10000.0,500.0
66,172.4,82.1,non,3,Bretagne,oui,oui,4470,marié,0.41,2020-08-08,5000.0,15523.149263294406
29,177.2,57.2,non,1,Normandie,oui,non,2080,célibataire,0.51,2025-02-28,446.79,500.0
55,169.2,71.1,non,1,Occitanie,oui,non,1457,marié,0.23,2025-04-30,765.36,500.0
36,176.0,82.9,non,0,Auvergne-Rhône-Alpes,non,oui,1571,veuf,0.83,2023-10-26,10000.0,7362.2573563601245
67,152.6,70.2,non,3,Auvergne-Rhône-Alpes,oui,non,3600,veuf,0.95,2024-06-13,10000.0,500.0
68,175.7,36.7,oui,3,Normandie,non,non,836,,0.98,2025-05-12,5175.89104031576,500.0
45,182.5,81.5,oui,2,Hauts-de-France,non,oui,1525,,0.76,2025-05-28,892.62,5500.693778956136
41,166.8,89.7,non,2,Hauts-de-France,non,oui,2522,marié,0.83,2020-02-23,5000.0,12145.86548008607
34,186.2,40.5,oui,0,Normandie,non,oui,1719,marié,0.06,2024-10-13,5000.0,9806.122808733253
55,180.0,71.0,oui,3,Île-de-France,oui,oui,3388,,0.72,2025-05-03,5175.89104031576,24219.908897169917
70,177.0,53.3,oui,3,Corse,non,oui,1294,divorcé,0.42,2023-04-21,5175.89104031576,21345.87926073056
32,184.1,67.0,oui,3,Normandie,oui,non,1393,marié,0.94,2022-12-13,5175.89104031576,500.0
61,178.2,64.9,non,1,Hauts-de-France,non,oui,1913,marié,0.14,2025-04-10,5000.0,14689.539832612178
42,163.7,48.3,oui,1,Île-de-France,oui,oui,4251,,0.65,2024-11-24,5175.89104031576,24139.43289808985
21,178.0,64.2,non,0,Bretagne,non,non,3067,,0.77,2021-07-17,722.29,500.0
49,154.0,50.2,oui,0,Provence-Alpes-Côte d’Azur,non,oui,1441,,0.83,2020-04-20,528.19,17333.191692743807
55,178.0,84.2,oui,0,Auvergne-Rhône-Alpes,non,non,1302,,0.3,2022-06-02,5000.0,500.0
35,174.9,75.9,non,0,Normandie,oui,oui,2666,veuf,0.03,2020-02-16,10000.0,3738.15122909472
39,174.1,64.9,non,2,Hauts-de-France,oui,non,2381,veuf,0.13,2020-10-13,5000.0,500.0
71,169.3,59.9,oui,4,Corse,oui,non,561,veuf,0.16,2020-08-24,10000.0,500.0
57,169.0,79.9,non,4,Corse,oui,oui,1857,veuf,0.42,2023-05-29,514.64,9969.429447889564
69,171.6,48.8,non,4,Bretagne,oui,non,1476,marié,0.18,2023-03-19,5175.89104031576,500.0
42,183.8,57.6,non,2,Occitanie,oui,non,1364,marié,0.93,2024-01-07,10000.0,500.0
18,164.5,78.0,non,3,Corse,non,oui,3519,,0.41,2022-02-11,555.71,8423.283941550993
20,198.8,66.3,non,3,Île-de-France,oui,oui,1597,marié,0.78,2024-11-23,10000.0,13722.77852393368
41,152.1,81.6,oui,2,Corse,non,non,3950,veuf,0.29,2020-11-05,5175.89104031576,500.0
25,185.9,42.4,oui,3,Normandie,oui,non,2490,célibataire,0.59,2021-06-24,5000.0,500.0
21,158.3,52.1,oui,1,Hauts-de-France,oui,non,500,,0.85,2025-04-12,5175.89104031576,500.0
26,173.5,61.6,oui,1,Auvergne-Rhône-Alpes,oui,non,2512,,0.03,2021-01-09,317.21,500.0
68,168.2,71.7,oui,4,Hauts-de-France,non,non,2376,,0.26,2021-11-26,5175.89104031576,10393.003486928385
36,164.1,43.8,non,1,Provence-Alpes-Côte d’Azur,oui,non,4439,veuf,0.99,2021-04-05,5175.89104031576,500.0
68,160.0,80.8,non,4,Occitanie,non,non,1002,célibataire,0.52,2021-05-30,5175.89104031576,500.0
20,150.8,90.9,oui,0,Île-de-France,non,oui,2171,divorcé,0.15,2024-10-20,5000.0,17768.290622195058
48,158.0,92.9,oui,1,Corse,non,oui,2644,divorcé,0.84,2023-08-13,5000.0,1473.506295001098
35,175.5,90.2,oui,3,Corse,non,oui,1078,veuf,0.9,2024-07-11,5000.0,14489.190386682125
39,167.9,54.0,non,3,Provence-Alpes-Côte d’Azur,oui,non,3379,divorcé,0.17,2023-11-30,844.7,500.0
55,171.3,53.6,oui,1,Occitanie,non,oui,997,marié,0.57,2022-09-29,10000.0,15145.615965678611
66,162.0,49.7,non,0,Provence-Alpes-Côte d’Azur,oui,non,4067,célibataire,0.08,2021-05-29,817.89,500.0
37,153.3,54.6,oui,3,Île-de-France,oui,oui,500,célibataire,0.33,2023-02-13,5000.0,9137.12484796679
46,181.1,50.7,non,0,Normandie,oui,non,2301,célibataire,0.21,2024-04-12,5000.0,500.0
27,167.6,75.7,oui,1,Hauts-de-France,oui,non,2672,veuf,0.44,2024-04-18,5000.0,500.0
37,159.7,49.8,non,4,Hauts-de-France,non,oui,4989,,0.22,2021-07-23,10000.0,35186.66956429233
27,168.7,77.0,non,0,Auvergne-Rhône-Alpes,oui,oui,500,divorcé,0.16,2021-12-27,5000.0,500.0
45,174.2,55.1,non,4,Corse,oui,non,2222,divorcé,0.29,2024-10-22,5175.89104031576,500.0
24,177.3,104.6,oui,1,Hauts-de-France,oui,oui,4245,marié,0.75,2021-07-08,768.25,22393.971918780106
58,178.3,82.3,oui,0,Provence-Alpes-Côte d’Azur,oui,non,2901,marié,0.69,2023-06-27,5175.89104031576,500.0
73,165.4,70.9,oui,4,Occitanie,oui,oui,1140,célibataire,0.11,2023-06-23,594.65,9742.60228099591
71,154.9,58.9,oui,2,Île-de-France,non,oui,4170,veuf,0.09,2024-07-02,728.94,35274.274461424524
22,158.8,66.8,non,3,Hauts-de-France,non,non,3490,veuf,0.26,2022-11-24,920.47,500.0
45,163.6,49.8,non,3,Île-de-France,oui,oui,500,célibataire,0.87,2024-02-07,5175.89104031576,17595.253624411256
23,176.0,90.6,oui,3,Provence-Alpes-Côte d’Azur,oui,non,4520,divorcé,0.09,2023-08-15,5175.89104031576,2141.031470667187
38,172.4,91.4,non,2,Occitanie,non,non,2580,,0.66,2020-04-25,10000.0,500.0
27,169.2,73.3,oui,0,Normandie,oui,non,2965,marié,0.49,2024-10-19,1356.26,500.0
66,175.3,74.1,oui,1,Hauts-de-France,non,oui,968,veuf,0.93,2025-05-09,10000.0,5320.499750109855
60,166.1,72.5,non,2,Bretagne,oui,oui,2671,veuf,0.45,2023-08-20,5000.0,4426.050482485149
58,182.4,76.7,non,1,Provence-Alpes-Côte d’Azur,oui,oui,3021,,1.0,2024-04-24,535.11,13391.83680772964
58,173.3,55.3,non,4,Île-de-France,oui,oui,2029,divorcé,0.38,2023-06-16,5000.0,24902.507596544507
28,158.8,68.4,oui,3,Île-de-France,oui,non,2673,divorcé,0.32,2024-12-31,5175.89104031576,500.0
25,171.8,42.9,non,4,Auvergne-Rhône-Alpes,non,oui,2945,divorcé,0.82,2020-08-27,5175.89104031576,25172.675224699826
65,183.6,58.4,oui,0,Occitanie,oui,non,1378,marié,0.28,2023-11-19,10000.0,500.0
65,172.9,82.4,oui,1,Normandie,oui,oui,1796,veuf,0.86,2022-07-03,10000.0,1923.8978398759937
22,156.0,60.1,non,1,Bretagne,oui,non,500,divorcé,0.87,2020-03-15,10000.0,500.0
29,168.5,57.5,non,1,Île-de-France,oui,oui,1114,divorcé,0.4,2022-02-18,5175.89104031576,500.0
69,176.0,47.9,oui,3,Île-de-France,oui,oui,2014,,0.11,2020-11-01,10000.0,18644.75551269439
39,185.7,46.3,non,0,Occitanie,non,oui,2128,marié,0.31,2024-04-14,5000.0,500.0
56,177.9,63.9,oui,2,Île-de-France,non,oui,2988,divorcé,0.29,2021-05-16,5000.0,31915.413161279317
26,169.7,59.4,oui,2,Corse,oui,oui,2638,,0.47,2024-02-15,5175.89104031576,6418.818375950242
42,180.1,48.2,non,1,Provence-Alpes-Côte d’Azur,oui,oui,1901,célibataire,0.73,2023-05-16,5000.0,1860.565130754554
71,162.5,56.1,non,0,Bretagne,non,oui,2561,,0.46,2021-09-17,5000.0,6951.049702536611
52,156.9,76.8,oui,3,Auvergne-Rhône-Alpes,non,non,1066,marié,0.15,2021-03-06,10000.0,500.0
36,169.8,61.2,non,0,Corse,oui,oui,1576,,0.86,2022-08-31,5175.89104031576,500.0
62,177.2,69.9,oui,4,Bretagne,non,non,1290,célibataire,0.46,2024-10-16,5000.0,6535.340337088602
70,170.2,72.0,non,1,Auvergne-Rhône-Alpes,oui,non,3037,veuf,0.36,2022-05-07,5000.0,500.0
20,147.9,69.0,non,4,Corse,non,non,3067,,0.72,2022-10-18,5175.89104031576,500.0
58,172.0,64.7,oui,3,Bretagne,oui,non,2362,,0.81,2022-08-28,5000.0,500.0
34,169.3,61.9,non,2,Occitanie,oui,non,3408,veuf,0.95,2020-08-01,10000.0,500.0
29,155.6,59.0,non,0,Normandie,non,oui,2268,marié,0.83,2023-05-05,5175.89104031576,500.0
23,184.4,66.3,oui,0,Bretagne,non,non,1919,divorcé,0.46,2021-02-09,10000.0,500.0
70,158.9,78.3,non,0,Normandie,non,oui,3254,marié,0.66,2020-02-19,10000.0,13299.570559640746
50,180.8,85.5,oui,2,Occitanie,non,oui,2243,célibataire,0.21,2023-12-25,10000.0,18268.911023549957
30,159.2,63.0,non,0,Occitanie,oui,oui,2291,marié,0.07,2025-04-16,731.77,1070.9067064327785
43,183.4,77.5,oui,2,Provence-Alpes-Côte d’Azur,non,oui,1124,célibataire,0.88,2023-09-13,528.33,32868.65527083136
29,159.7,72.6,oui,4,Normandie,non,non,500,célibataire,0.83,2025-01-06,5000.0,500.0
52,183.9,72.2,non,3,Auvergne-Rhône-Alpes,oui,oui,5651,divorcé,0.31,2023-04-21,5000.0,23459.984054570465
60,164.8,74.0,non,3,Provence-Alpes-Côte d’Azur,oui,non,4184,veuf,0.93,2020-03-30,5175.89104031576,500.0
43,169.5,55.9,non,1,Provence-Alpes-Côte d’Azur,oui,non,1782,,0.36,2021-10-31,5175.89104031576,500.0
42,179.5,48.3,oui,0,Normandie,non,oui,2762,marié,0.4,2024-10-26,5000.0,13167.874098585917
27,169.8,66.1,oui,4,Occitanie,oui,oui,4572,,0.52,2021-12-20,5175.89104031576,31549.21252319555
28,179.6,75.4,non,4,Occitanie,non,non,2849,,0.74,2024-12-11,5175.89104031576,5876.08168713673
42,158.7,68.9,non,4,Île-de-France,oui,oui,4213,divorcé,0.07,2021-07-17,935.78,24462.981051682324
21,179.5,64.3,oui,1,Provence-Alpes-Côte d’Azur,non,non,3403,célibataire,0.11,2024-12-16,5175.89104031576,500.0
38,164.1,63.9,oui,3,Auvergne-Rhône-Alpes,non,oui,1791,,0.28,2022-10-11,5000.0,26063.849456923388
46,148.5,37.6,oui,1,Corse,oui,oui,2504,,0.72,2022-07-30,5000.0,500.0
24,162.7,82.5,non,0,Hauts-de-France,non,non,1653,marié,0.7,2024-05-18,964.74,500.0
36,171.9,49.6,non,1,Occitanie,oui,oui,1408,divorcé,0.52,2023-11-21,10000.0,3245.82745882934
62,152.8,69.3,oui,4,Bretagne,oui,non,3664,divorcé,0.6,2023-01-19,5175.89104031576,21213.670904190192
64,182.0,108.1,non,2,Provence-Alpes-Côte d’Azur,non,oui,2738,,0.65,2021-10-26,471.58,19942.55921405613
55,184.4,48.0,oui,4,Hauts-de-France,oui,non,2476,,0.97,2021-08-16,5000.0,500.0
40,170.1,55.2,non,1,Auvergne-Rhône-Alpes,oui,oui,2630,veuf,0.59,2020-12-30,584.59,500.0
59,173.5,52.7,non,2,Île-de-France,non,oui,3162,marié,0.18,2023-06-03,5175.89104031576,29734.447286576084
74,166.7,54.7,oui,0,Corse,oui,non,1181,divorcé,0.68,2023-04-11,10000.0,500.0
18,191.3,86.8,non,0,Occitanie,oui,oui,2678,divorcé,0.29,2024-03-13,5175.89104031576,500.0
62,160.1,74.2,oui,3,Provence-Alpes-Côte d’Azur,oui,non,2100,célibataire,0.46,2022-11-08,1219.91,7306.348015604476
28,185.0,71.8,non,3,Normandie,oui,oui,5369,,0.29,2022-01-28,10000.0,16041.766187957684
35,146.0,58.6,non,3,Île-de-France,oui,non,2341,divorcé,0.68,2025-02-01,365.62,500.0
65,166.9,50.0,non,0,Occitanie,oui,oui,3604,divorcé,0.87,2022-11-12,5175.89104031576,500.0
66,165.2,84.4,oui,0,Corse,oui,non,2899,,0.29,2020-05-11,5000.0,500.0
50,172.3,61.0,non,0,Île-de-France,oui,oui,5409,divorcé,0.84,2020-07-07,10000.0,8765.649391244717
53,177.5,57.5,oui,1,Occitanie,oui,oui,3274,,0.64,2024-01-23,5175.89104031576,12674.143471485697
18,189.2,86.7,oui,0,Auvergne-Rhône-Alpes,non,oui,2250,veuf,0.79,2024-05-12,934.34,818.0716820569422
22,150.4,71.9,non,2,Provence-Alpes-Côte d’Azur,non,oui,500,divorcé,0.48,2022-01-15,5000.0,12067.719839520172
30,143.8,70.4,oui,2,Provence-Alpes-Côte d’Azur,oui,non,4567,divorcé,0.61,2023-05-26,5175.89104031576,500.0
58,163.5,73.4,non,1,Hauts-de-France,non,oui,1458,célibataire,0.54,2024-09-25,5000.0,500.0
61,156.2,64.7,non,4,Provence-Alpes-Côte d’Azur,non,oui,3660,célibataire,0.0,2023-08-20,537.37,27370.761151119943
22,186.5,45.7,oui,2,Auvergne-Rhône-Alpes,non,non,2350,divorcé,0.69,2024-05-22,1427.25,500.0
70,177.4,49.8,non,4,Corse,non,oui,2566,veuf,0.76,2022-07-10,411.13,8648.56446904497
53,175.6,75.7,non,2,Occitanie,oui,oui,2362,divorcé,0.85,2021-06-09,10000.0,4463.164003788036
50,161.2,74.3,non,2,Occitanie,oui,oui,3281,veuf,0.49,2022-06-13,5175.89104031576,17187.293356986465
20,159.0,67.8,non,1,Provence-Alpes-Côte d’Azur,oui,oui,2153,célibataire,0.71,2022-05-11,5175.89104031576,9620.735836534855
23,167.9,61.4,non,3,Corse,oui,oui,500,veuf,0.07,2020-09-11,10000.0,1590.9633503445175
20,163.8,61.5,oui,2,Occitanie,non,non,2694,veuf,0.59,2023-05-04,1233.11,500.0
38,163.9,71.4,oui,3,Provence-Alpes-Côte d’Azur,non,oui,2158,divorcé,0.69,2022-11-26,5000.0,21110.660187345664
44,170.8,77.0,non,1,Normandie,non,oui,2565,,0.32,2023-10-22,5000.0,17341.859420924782
71,161.9,56.5,oui,2,Auvergne-Rhône-Alpes,non,oui,2843,marié,0.96,2023-02-03,733.33,32483.99132969468
63,167.8,71.8,oui,4,Corse,oui,non,3191,,0.71,2022-12-10,661.64,500.0
46,172.0,68.4,oui,3,Corse,non,oui,3213,,0.13,2022-10-05,1209.88,23503.95750140131
62,168.4,89.4,non,1,Île-de-France,non,oui,3269,célibataire,0.6,2022-10-04,381.82,19989.20532005161
42,182.1,50.7,oui,1,Île-de-France,oui,oui,2753,veuf,0.33,2022-11-01,1029.51,7309.692664146121
51,167.9,73.2,oui,0,Normandie,non,non,1702,marié,0.77,2022-08-01,10000.0,500.0
48,174.1,64.1,non,4,Bretagne,oui,oui,1427,,0.75,2023-02-25,5000.0,22411.23299050272
42,162.4,46.4,oui,4,Île-de-France,non,oui,3594,divorcé,0.1,2025-05-11,986.42,45066.24944571357
48,150.2,69.6,oui,0,Normandie,oui,non,1401,,0.35,2025-02-12,10000.0,500.0
60,182.0,60.3,non,2,Provence-Alpes-Côte d’Azur,oui,non,500,,0.4,2022-05-03,5000.0,500.0
44,176.6,76.1,oui,2,Bretagne,oui,non,2186,marié,0.68,2024-09-02,5000.0,500.0
55,169.3,65.2,non,1,Normandie,non,non,4081,,0.13,2020-02-01,5175.89104031576,500.0
66,179.0,71.5,non,4,Bretagne,oui,non,1000,divorcé,0.18,2020-02-06,10000.0,500.0
22,160.0,81.4,non,3,Hauts-de-France,oui,non,1243,veuf,0.47,2020-03-18,10000.0,500.0
53,160.5,89.2,non,4,Auvergne-Rhône-Alpes,oui,oui,2048,veuf,0.48,2022-09-11,5000.0,5316.1181156881
69,152.3,70.7,non,4,Bretagne,oui,oui,2500,divorcé,0.56,2022-03-01,1056.12,26627.57700317752
45,157.2,64.1,non,0,Auvergne-Rhône-Alpes,non,non,1748,,0.56,2023-07-23,5000.0,500.0
38,188.6,61.3,non,2,Bretagne,oui,non,3266,divorcé,0.84,2024-07-12,675.34,500.0
19,168.2,91.9,oui,0,Île-de-France,non,non,802,marié,0.38,2022-02-14,5175.89104031576,500.0
63,184.4,61.3,oui,3,Corse,non,oui,3573,marié,0.47,2024-07-25,10000.0,32604.918557067853
69,160.6,53.3,oui,3,Auvergne-Rhône-Alpes,oui,non,3306,,0.51,2024-01-22,808.9,500.0
51,171.4,85.8,oui,2,Bretagne,non,oui,1184,,0.2,2024-02-02,513.96,20727.14107427349
71,183.6,62.2,oui,4,Hauts-de-France,oui,oui,3749,veuf,0.85,2023-09-19,788.66,29846.92944290121
31,180.2,86.9,oui,3,Auvergne-Rhône-Alpes,oui,oui,6155,,0.09,2024-02-02,513.84,49356.68405204085
30,182.2,91.3,non,3,Bretagne,oui,oui,4215,,0.56,2022-02-11,5175.89104031576,16514.985351415038
24,152.9,67.8,non,1,Provence-Alpes-Côte d’Azur,non,oui,4085,divorcé,0.15,2022-05-03,5175.89104031576,15541.960031568016
62,163.3,59.0,non,1,Provence-Alpes-Côte d’Azur,non,oui,2349,célibataire,0.45,2022-07-04,10000.0,5946.320819593767
43,158.4,55.3,oui,0,Occitanie,oui,oui,500,divorcé,0.3,2021-11-11,5175.89104031576,500.0
74,156.7,87.9,oui,3,Île-de-France,oui,non,2583,veuf,0.24,2023-07-28,10000.0,500.0
31,170.2,52.4,non,0,Auvergne-Rhône-Alpes,non,non,1720,célibataire,0.03,2025-01-07,5175.89104031576,500.0
33,151.7,70.0,oui,3,Auvergne-Rhône-Alpes,oui,non,3075,,0.86,2021-07-16,10000.0,500.0
60,174.5,99.5,non,4,Hauts-de-France,oui,oui,3018,célibataire,0.79,2023-06-13,5000.0,3125.15424948565
71,175.1,69.1,non,0,Provence-Alpes-Côte d’Azur,non,oui,1299,divorcé,0.04,2023-12-07,5175.89104031576,2490.380594435334
32,163.7,56.3,non,1,Île-de-France,non,oui,500,,0.44,2023-01-28,776.52,6014.633300121024
69,166.6,50.5,non,0,Corse,non,oui,1373,célibataire,0.54,2023-06-27,10000.0,500.0
43,177.1,59.9,oui,0,Normandie,non,oui,3633,célibataire,0.12,2020-11-01,10000.0,8396.624621447341
73,170.0,76.7,oui,2,Corse,non,oui,966,marié,0.76,2021-11-20,5000.0,500.0
30,144.5,68.5,non,4,Bretagne,non,oui,5895,célibataire,0.77,2024-12-04,5175.89104031576,46363.93862776196
40,161.6,41.7,oui,3,Normandie,non,non,2908,célibataire,0.2,2022-06-14,5000.0,3566.125585488686
